state,district,pincode,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score
West Bengal,Alipurduar,736207,8,23.0,58.99878933382568,2.5651647536445945,169,7.3478260869565215,1,0.125,134.77748294577663,1.0,1.0,0.9060742780442578,0.9958391092289757,98.01746329160956
Maharashtra,Nashik,422303,11,17.636363636363637,39.12869209997372,2.2186371809263448,135,7.654639175257731,2,0.18181818181818182,140.74259689160849,0.963734773588706,1.0,0.9522952078657428,1.0,97.95794736497602
West Bengal,Uttar Dinajpur,733123,12,26.833333333333332,58.10935354740207,2.1655659707106363,211,7.863354037267081,2,0.16666666666666666,175.65546319946748,0.9368503495123823,1.0,0.9837377875909086,1.0,97.78026623718964
Karnataka,Bengaluru,560093,9,18.77777777777778,48.85124813599387,2.601545758721567,149,7.93491124260355,1,0.1111111111111111,123.05889157550172,1.0,1.0,0.9945177728398804,0.9092531949016699,97.62168532933936
Assam,Dibrugarh,786007,10,32.7,91.47318975767952,2.7973452525284253,293,8.960244648318042,1,0.1,216.05540917980204,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Assam,Golaghat,785603,10,61.6,181.84132276978923,2.9519695254835914,579,9.39935064935065,1,0.1,565.7317100293877,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,North Garo Hills,794108,10,60.6,177.5901648928416,2.9305307738092674,566,9.33993399339934,1,0.1,152.86779566574202,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Madhya Pradesh,Alirajpur,457993,10,72.3,221.60878943660055,3.0651284846002844,703,9.723374827109268,1,0.1,716.3170935667499,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Uttar Pradesh,Prayagraj,211003,10,67.2,204.42863465441104,3.042092777595402,649,9.657738095238095,1,0.1,166.72413109843075,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Kachchh,370145,10,28.6,73.63453296140639,2.574634019629594,238,8.321678321678322,1,0.1,189.12949953858248,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Kheda,388255,10,32.6,84.89235013304268,2.604059820031984,274,8.404907975460123,1,0.1,141.4727742875655,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Assam,Chirang,783394,10,21.3,58.94828241772613,2.767524996137377,189,8.873239436619718,1,0.1,188.6994334334371,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,North Garo Hills,783134,10,25.3,72.99474866956756,2.8851679316034606,233,9.209486166007904,1,0.1,269.35691233375803,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,East Khasi Hills,793012,10,62.2,181.60323051458454,2.919666085443481,579,9.308681672025722,1,0.1,196.70260208367952,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Bihar,Nawada,805129,10,38.0,108.23841996054615,2.8483794726459513,346,9.105263157894736,1,0.1,160.7823386480441,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Ahmadabad,380001,10,105.7,324.06551120962496,3.065898876155392,1028,9.725638599810784,1,0.1,1050.5900128875958,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Patan,385360,10,59.7,171.27304386725763,2.868895207156744,547,9.16247906197655,1,0.1,323.6454426372211,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,East Khasi Hills,793002,10,83.0,248.41944815618245,2.9930053994720778,790,9.518072289156626,1,0.1,561.5374082877805,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Bihar,Banka,813108,10,77.5,233.4891146641887,3.0127627698604993,742,9.574193548387097,1,0.1,527.606179057891,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Bihar,Patna,801110,10,148.9,432.2410464338414,2.9028948719532663,1379,9.26124916051041,1,0.1,596.87562187506,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Sikkim,West Sikkim,737111,10,19.0,54.12947441089743,2.848919705836707,173,9.105263157894736,1,0.1,197.73544158662187,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,East Khasi Hills,793108,10,95.4,284.4750330774995,2.981918585718024,905,9.486373165618447,1,0.1,231.1340644052245,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,West Garo Hills,794101,10,43.6,122.79630830498665,2.816429089563914,393,9.013761467889909,1,0.1,153.1841357584168,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
West Bengal,Alipurduar,736202,10,34.4,99.6607579073462,2.8971150554461103,318,9.244186046511627,1,0.1,256.220403254937,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
West Bengal,Alipurduar,735211,10,24.2,70.91277897686864,2.9302801230111006,226,9.338842975206612,1,0.1,261.00039294894674,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Ahmadabad,380015,10,25.5,75.02184866942281,2.9420332811538357,239,9.372549019607844,1,0.1,191.02111901708102,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Gir Somnath,362150,10,22.7,59.175914770190836,2.6068684920788914,191,8.41409691629956,1,0.1,136.68583184642227,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,East Khasi Hills,793112,10,54.3,165.39048071491632,3.045865206536212,525,9.668508287292818,1,0.1,212.53200156743148,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Meghalaya,East Khasi Hills,793021,10,58.9,174.32119141910943,2.959612757540058,555,9.422750424448218,1,0.1,260.8682193566022,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Assam,Golaghat,785615,10,20.7,56.01795347128554,2.7061813271152433,180,8.695652173913043,1,0.1,279.09591513305185,1.0,0.9000000000000001,1.0,1.0,97.50000000000001
Gujarat,Dahod,389154,12,28.0,60.17247936330421,2.1490171201180077,218,7.785714285714286,2,0.16666666666666666,136.14342827305427,0.9284671542639675,1.0,0.972041475912196,1.0,97.29484414616294
Madhya Pradesh,Narsinghpur,487118,12,67.83333333333333,145.34900527122068,2.142737178445514,527,7.7690417690417695,2,0.16666666666666666,190.56373553505242,0.9252859075124487,1.0,0.9695297863772588,1.0,97.14917295291863
Bihar,Vaishali,844504,12,66.83333333333333,143.0516965253746,2.140424386913336,520,7.780548628428928,2,0.16666666666666666,139.84240030175505,0.9241143105562368,1.0,0.9712632774194578,1.0,97.14869486507625
Assam,Jorhat,785112,10,22.2,53.44945691440133,2.4076331943424023,174,7.837837837837838,1,0.1,141.87971302689195,1.0,0.9000000000000001,0.9798938105635262,1.0,97.09787621127053
West Bengal,Cooch Behar,736167,12,47.333333333333336,120.04115455908772,2.5360807301215713,427,9.02112676056338,2,0.16666666666666666,119.61151931636005,1.0,1.0,1.0,0.883781372422944,97.0945343105736
Gujarat,Porbandar,360579,10,27.0,71.37693371577872,2.643590137621434,230,8.518518518518519,1,0.1,132.97488472987453,1.0,0.9000000000000001,1.0,0.9825201351512072,97.0630033787802
Gujarat,The Dangs,394716,12,32.25,68.91513226095887,2.1369033259212054,250,7.751937984496124,2,0.16666666666666666,158.15073006227516,0.9223306373268855,1.0,0.9669531269865421,1.0,97.00898165953741
Uttar Pradesh,Barabanki,225305,7,153.85714285714286,403.5403443570538,2.6228248936855865,1069,6.948003714020427,1,0.14285714285714285,1736.5945787279636,1.0,1.0,0.8458416395252771,1.0,96.91683279050555
Maharashtra,Jalgaon,425301,10,30.1,71.85394135946119,2.387174131543561,234,7.774086378737541,1,0.1,225.83200420728343,1.0,0.9000000000000001,0.9702897492328726,1.0,96.90579498465746
Bihar,Araria,854304,7,113.71428571428571,296.0105371354846,2.6031077386286334,785,6.903266331658291,1,0.14285714285714285,402.79966006566946,1.0,1.0,0.8391020202280484,1.0,96.78204040456097
Uttar Pradesh,Banda,210125,12,45.083333333333336,95.3142728349779,2.1141798041030215,347,7.696857670979667,2,0.16666666666666666,161.2337600892278,0.9108195224571736,1.0,0.9586553606830064,1.0,96.49769288737534
Uttar Pradesh,Gautam Buddha Nagar,203207,12,69.83333333333333,146.8238482816822,2.1024894742007,535,7.66109785202864,2,0.16666666666666666,203.93851722917674,0.9048975209537461,1.0,0.9532681977972375,1.0,96.21228958455713
Gujarat,Dohad,389175,7,30.428571428571427,75.22157745145813,2.472070620470455,201,6.605633802816902,1,0.14285714285714285,200.02487951850304,1.0,1.0,0.7942641278671352,1.0,95.8852825573427
Assam,Tinsukia,786150,9,9.666666666666666,24.51020195755229,2.5355381335398923,75,7.758620689655173,1,0.1111111111111111,116.23815899526679,1.0,1.0,0.9679598664574178,0.8588564067399345,95.83060749764672
Assam,Tinsukia,786190,7,28.142857142857142,69.18195470744418,2.4582420454421787,185,6.573604060913706,1,0.14285714285714285,465.7128937067761,1.0,1.0,0.7894388954726993,1.0,95.788777909454
Assam,Bongaigaon,783391,8,40.5,106.8844502922933,2.639122229439341,305,7.530864197530864,1,0.125,118.16186397733698,1.0,1.0,0.9336486938240964,0.8730702102172917,95.49972913191422
Assam,Golaghat,785613,11,24.454545454545453,68.2236962299224,2.7898165744577934,230,9.405204460966543,1,0.09090909090909091,192.9230090127076,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Cachar,788126,11,32.36363636363637,79.69224896722733,2.462400951234552,272,8.40449438202247,1,0.09090909090909091,179.17219704015898,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Cachar,788099,11,22.727272727272727,57.88279694190824,2.5468430654439627,197,8.668000000000001,1,0.09090909090909091,205.46695648217917,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Morbi,363650,11,27.272727272727273,80.85059172212769,2.9645216964780152,271,9.936666666666666,1,0.09090909090909091,347.8771242926272,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Mahisagar,389260,11,42.90909090909091,122.79450683597742,2.8617363881265927,413,9.625,1,0.09090909090909091,216.44011014452633,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Punjab,Hoshiarpur,146001,11,131.54545454545453,386.2647702383337,2.9363596908235463,1296,9.85210780926054,1,0.09090909090909091,489.1447204906822,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Tinsukia,786151,11,53.36363636363637,153.14063649291307,2.8697563908382344,515,9.65076660988075,1,0.09090909090909091,363.39697835760177,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Golaghat,785602,11,37.36363636363637,109.68798724315505,2.935688223052811,368,9.849148418491483,1,0.09090909090909091,190.5735032993795,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,East Garo Hills,794110,11,196.72727272727272,581.313012224755,2.954918269164651,1949,9.907116451016636,1,0.09090909090909091,298.26518703416826,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,East Khasi Hills,793019,11,33.36363636363637,97.42614918724101,2.9201298121516377,327,9.80108991825613,1,0.09090909090909091,274.4033497403374,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Uttar Pradesh,Ayodhya,224001,11,59.45454545454545,181.6091207160938,3.05458765730433,607,10.209480122324159,1,0.09090909090909091,261.71898602319686,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,North Garo Hills,794002,11,100.63636363636364,294.0650515539964,2.9220556161643723,987,9.807588075880759,1,0.09090909090909091,246.15902355087513,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Kheda,387001,11,35.18181818181818,87.9543269905673,2.4999937904295617,300,8.527131782945737,1,0.09090909090909091,159.90291693465707,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Uttar Pradesh,Azamgarh,276121,11,39.36363636363637,93.25049354000518,2.3689501823096,320,8.12933025404157,1,0.09090909090909091,166.22452392333173,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,East Khasi Hills,793005,11,93.27272727272727,279.60546879812307,2.997719451052002,936,10.035087719298247,1,0.09090909090909091,145.0171781273998,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Karbi Anglong,782470,11,42.54545454545455,127.20170096061108,2.9897835695870123,426,10.012820512820513,1,0.09090909090909091,142.07597244254328,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,South Garo Hills,794103,11,49.45454545454545,122.38493668451493,2.474695410900118,418,8.452205882352942,1,0.09090909090909091,147.61060107521007,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,South Garo Hills,794102,11,134.0909090909091,420.20482018783514,3.1337308624177536,1401,10.44813559322034,1,0.09090909090909091,491.64087669063986,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,South Garo Hills,794005,11,72.72727272727273,191.5662240109623,2.6340355801507314,650,8.9375,1,0.09090909090909091,266.4074600060084,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Dibrugarh,786010,11,46.18181818181818,138.59063329231032,3.0009782799516014,464,10.047244094488189,1,0.09090909090909091,347.1643420710505,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Maharashtra,Mumbai Suburban,400078,11,58.36363636363637,172.059450613602,2.948059122662962,577,9.886292834890964,1,0.09090909090909091,382.79932160083735,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Jamnagar,361005,11,34.0,89.62700485902674,2.6360883782066686,304,8.941176470588236,1,0.09090909090909091,182.8235527616299,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Garo Hills,794103,11,218.54545454545453,684.4338337102226,3.1317687898554283,2282,10.441763727121465,1,0.09090909090909091,595.6485984765993,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Karimganj,788724,11,134.9090909090909,355.67469815702515,2.63640274914237,1207,8.946765498652292,1,0.09090909090909091,296.25121023244895,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Garo Hills,794005,11,133.36363636363637,427.4087675112135,3.204837384201328,1422,10.662576687116564,1,0.09090909090909091,243.02258063633343,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Garo Hills,794002,11,212.0909090909091,648.4819896566834,3.0575661749779326,2167,10.217316759537077,1,0.09090909090909091,212.36619541854228,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Goalpara,783132,11,74.63636363636364,206.15444342883941,2.7621179996555827,696,9.325213154689402,1,0.09090909090909091,414.2794855893913,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,South West Garo Hills,794105,11,113.54545454545455,329.53796856701155,2.9022559281322073,1107,9.749399519615693,1,0.09090909090909091,325.9355755689192,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Khasi Hills,793120,11,395.90909090909093,1267.014795063219,3.2002669909748356,4216,10.648909299655568,1,0.09090909090909091,1051.8228678390262,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Jaintia Hills,793150,11,492.09090909090907,1516.3956907446982,3.081535673044833,5064,10.290781452059857,1,0.09090909090909091,664.98192220738,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Botad,364750,11,25.818181818181817,77.68889004461086,3.0090767270799983,260,10.070422535211268,1,0.09090909090909091,174.18752029759338,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,West Garo Hills,794105,11,166.9090909090909,530.695666940188,3.17954920280069,1767,10.586601307189543,1,0.09090909090909091,1168.6970886578686,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Chirang,783375,11,51.18181818181818,154.8540074921009,3.0255667538421136,518,10.120781527531085,1,0.09090909090909091,175.78929881597983,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Maharashtra,Yavatmal,445205,11,42.18181818181818,119.07377392341117,2.822869640425696,401,9.506465517241379,1,0.09090909090909091,210.13085385771592,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Punjab,Kapurthala,144401,11,74.81818181818181,219.340747779257,2.931650334838186,736,9.837181044957473,1,0.09090909090909091,269.8603977282653,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Karnataka,Mysuru,571105,11,40.36363636363637,120.9481481687692,2.996463130307345,405,10.033783783783782,1,0.09090909090909091,402.6484910914813,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Punjab,Ludhiana,141015,11,62.27272727272727,179.04808902029134,2.87522478718716,602,9.667153284671533,1,0.09090909090909091,295.8856146794579,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Rajkot,360370,11,55.09090909090909,146.3177737292736,2.6559331865049662,496,9.003300330033003,1,0.09090909090909091,223.77130805532286,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Madhya Pradesh,Burhanpur,450221,11,102.9090909090909,313.15378156600775,3.043013778468273,1047,10.174028268551236,1,0.09090909090909091,484.38555025667597,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,East Khasi Hills,793004,11,47.27272727272727,142.5328670230771,3.015118340872785,477,10.090384615384615,1,0.09090909090909091,279.8363839906706,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Meghalaya,East Khasi Hills,793001,11,93.0,289.55862964173593,3.1135336520616765,966,10.387096774193548,1,0.09090909090909091,231.26145407760322,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Tamil Nadu,Chengalpattu,603204,11,17.272727272727273,50.65982808713608,2.932937415571036,170,9.842105263157894,1,0.09090909090909091,169.16177072415013,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Vadodara,391770,11,29.181818181818183,76.6104668851694,2.625280796688048,260,8.909657320872274,1,0.09090909090909091,166.72609703981885,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
West Bengal,Darjeeling,734101,11,17.90909090909091,49.796494947846575,2.7805149463264582,168,9.380710659898476,1,0.09090909090909091,140.31114657058416,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Dohad,389180,11,173.45454545454547,557.3893367541872,3.213460536842798,1854,10.688679245283017,1,0.09090909090909091,1251.345944710568,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Dhemaji,787061,11,32.09090909090909,89.54826022369676,2.790455701021712,302,9.410764872521245,1,0.09090909090909091,168.34609848658164,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
West Bengal,Darjeeling,734013,11,24.818181818181817,69.07795333073814,2.783360756916189,233,9.388278388278389,1,0.09090909090909091,318.85774219746634,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Dohad,389154,11,57.09090909090909,171.1832086073015,2.998431997898593,573,10.036624203821656,1,0.09090909090909091,143.07344681312185,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Dohad,389152,11,52.18181818181818,149.24866376743086,2.860166030386306,502,9.62020905923345,1,0.09090909090909091,150.58071141773195,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Dohad,389151,11,214.72727272727272,659.47146881561,3.071204977549412,2203,10.25952582557155,1,0.09090909090909091,1519.2503164406633,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Punjab,Gurdaspur,143505,11,108.0,298.2156937520224,2.761256423629837,1007,9.324074074074074,1,0.09090909090909091,382.35891643335424,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Nagaon,782450,11,40.18181818181818,117.37445904609586,2.9210838224141504,394,9.805429864253394,1,0.09090909090909091,160.84674457555903,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Banaskantha,385565,11,55.63636363636363,140.92854411173965,2.5330293876293077,480,8.627450980392158,1,0.09090909090909091,211.9453699141984,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Gujarat,Morbi,363330,11,73.0909090909091,218.60075688133128,2.9908063752420944,732,10.014925373134329,1,0.09090909090909091,386.8896993537905,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Sibsagar,785685,11,37.63636363636363,102.2968941144087,2.718033418498782,346,9.193236714975846,1,0.09090909090909091,255.78711537284258,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Bihar,Gopalganj,841427,11,61.18181818181818,164.516150077625,2.6889712494114044,557,9.104011887072808,1,0.09090909090909091,224.9977994810921,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Bihar,Gaya,824236,11,177.45454545454547,524.9431138011743,2.958183530641863,1760,9.918032786885245,1,0.09090909090909091,598.582958391506,1.0,0.8181818181818182,1.0,1.0,95.45454545454545
Assam,Tinsukia,786170,12,31.5,80.02442808860985,2.540458034559043,285,9.047619047619047,2,0.16666666666666666,110.37697117248416,1.0,1.0,1.0,0.815549469016429,95.38873672541072
